Landmark,Distance_mm
Glabella,10.6334328494655
Nasion,9.31518284522881
Sellion,12.2014990073532
Endocanthion Right,5.56631870010297
Endocanthion Left,13.2764948509007
Exocanthion Right,17.2382863136114
Exocanthion Left,7.9483399052486
Orbital Right,14.425401496615
Orbital Left,12.2685376927331
Superius Right,19.654384528159
Superius Left,16.9431569682254
Zygion Right,20.0560773283478
Zygion Left,27.8373438236214
Alar Curvature Right,12.7930756045838
Alar Curvature Left,11.4900326405185
