Landmark,Distance_mm
Glabella,5.2005768656149
Nasion,5.84908669516472
Orbital Right,3.53628432176864
Orbital Left,6.83035367362239
Superius Right,6.90385313730657
Superius Left,6.08729755495829
Zygion Right,6.95282683701134
Zygion Left,5.53194781813328
Rhinion,4.03456268943977
Midphiltrum,13.8751478334701
