Landmark,Distance_mm
Glabella,5.41279423287299
Nasion,7.85709058493149
Sellion,5.75029997327559
Endocanthion Right,35.3159665375439
Endocanthion Left,37.2403029216866
Exocanthion Right,11.6736633500977
Exocanthion Left,4.58338891533427
Orbital Right,5.75847215551897
Orbital Left,5.13835440169112
Superius Right,11.9704245870459
Superius Left,13.931934829274
Zygion Right,9.31748190972009
Zygion Left,20.395052375734
Alar Curvature Right,11.9713833641433
Alar Curvature Left,15.9017216918313
