Landmark,Distance_mm
Glabella,6.18317647031449
Nasion,7.95539904718645
Orbital Right,7.32142381458443
Orbital Left,8.05133534776589
Superius Right,8.99756595217567
Superius Left,9.65593310609936
Zygion Right,9.19884997454986
Zygion Left,9.77183143596361
Rhinion,4.48999889747124
Mid-Philtrum (A-Point),18.2115912439199
