Landmark,Distance_mm
Glabella,8.30945349676424
Nasion,8.37446561325813
Rhinion,8.19064438128601
Orbital Right,12.3867868944742
Orbital Left,18.0722202233526
Superius Right,8.89016599650852
Superius Left,7.99380204969806
Zygion Right,10.6895798622711
Zygion Left,12.6620230105554
Midphiltrum,16.0435307138876
